source	target	strength	***
R27477	G000402	0.98	***
R27480	G043101	0.98	***
R27482	G043101	0.98	***
R27483	G020319	0.98	***
R27486	G004022	0.98	***
R27487	G002750	0.98	***
R27488	G019747	0.98	***
R27489	G000402	0.98	***
R27490	G000376	0.98	***
R27491	G018927	0.98	***
R27492	G018927	0.98	***
R27498	G001036	0.98	***
R27502	G001036	0.98	***
R27529	G001036	0.98	***
R27531	G001036	0.98	***
R27532	G001036	0.98	***
R27533	G001036	0.98	***
R27536	G007144	0.98	***
R27538	G019173	0.98	***
R27564	G004624	0.98	***
R27565	G004624	0.98	***
R27566	G004624	0.98	***
R27567	G004624	0.98	***
R27570	G021174	0.98	***
R27573	G021174	0.98	***
R27583	G025605	0.98	***
R27588	G000271	0.98	***
R27589	G000229	0.98	***
R27590	G006122	0.98	***
R27591	G005956	0.98	***
R27593	G021738	0.98	***
R27595	G000251	0.98	***
R27596	G044089	0.98	***
R27597	G009307	0.98	***
R27598	G003456	0.98	***
R27599	G019498	0.98	***
R27602	G005523	0.98	***
R27603	G004581	0.98	***
R27612	G003180	0.98	***
R27613	G003180	0.98	***
R27614	G021529	0.98	***
R27615	G003180	0.98	***
R27616	G003180	0.98	***
R27617	G000182	0.98	***
R27619	G031704	0.98	***
R27620	G000321	0.98	***
R27621	G000321	0.98	***
R27622	G000321	0.98	***
R27623	G031704	0.98	***
R27624	G031704	0.98	***
R27628	G000229	0.98	***
R27629	G032878	0.98	***
R27635	G041924	0.98	***
R27636	G041924	0.98	***
R27681	G005829	0.98	***
R27682	G002556	0.98	***
R27684	G046556	0.98	***
R27686	G046461	0.98	***
R27700	G046461	0.98	***
R27723	G003715	0.98	***
R27727	G002681	0.98	***
R27728	G002681	0.98	***
R27788	G002681	0.98	***
R27790	G002681	0.98	***
R27791	G002681	0.98	***
R27792	G020177	0.98	***
R27793	G006329	0.98	***
R27795	G018474	0.98	***
R27808	G010109	0.98	***
R27813	G019498	0.98	***
R27814	G019498	0.98	***
R27815	G005221	0.98	***
R27821	G032643	0.98	***
R27822	G008989	0.98	***
R27824	G031701	0.98	***
R27825	G002572	0.98	***
R27826	G001053	0.98	***
R27827	G006619	0.98	***
R27836	G001225	0.98	***
R27837	G001225	0.98	***
R27838	G001225	0.98	***
R27839	G001225	0.98	***
R27840	G021445	0.98	***
R27841	G019498	0.98	***
R27842	G019498	0.98	***
R27843	G021445	0.98	***
R27844	G021445	0.98	***
R27846	G000204	0.98	***
R27847	G000204	0.98	***
R27848	G001155	0.98	***
R27849	G002038	0.98	***
R27850	G000221	0.98	***
R27889	G003658	0.98	***
R27890	G009324	0.98	***
R27891	G001237	0.98	***
R27893	G006021	0.98	***
R27894	G009319	0.98	***
R27895	G009319	0.98	***
R27897	G002141	0.98	***
R27908	G000358	0.98	***
R27914	G003555	0.98	***
R27918	G018638	0.98	***
R27920	G001170	0.98	***
R27922	G001170	0.98	***
R27923	G001170	0.98	***
R27924	G009256	0.98	***
R27925	G049348	0.98	***
R27927	G003391	0.98	***
R27930	G003391	0.98	***
R27938	G000381	0.98	***
R27943	G020239	0.98	***
R27944	G020239	0.98	***
R27947	G002351	0.98	***
R27948	G002351	0.98	***
R27949	G002351	0.98	***
R27950	G002351	0.98	***
R27956	G046707	0.98	***
R27960	G001196	0.98	***
R27961	G046707	0.98	***
R27962	G046707	0.98	***
R27963	G046707	0.98	***
R27964	G002480	0.98	***
R27973	G000259	0.98	***
R27976	G046702	0.98	***
R27977	G007173	0.98	***
R27979	G020298	0.98	***
R27980	G020298	0.98	***
R27982	G020298	0.98	***
R27983	G020298	0.98	***
R27984	G001071	0.98	***
R27985	G002941	0.98	***
R27986	G002941	0.98	***
R27990	G003066	0.98	***
R27991	G002135	0.98	***
R27992	G003066	0.98	***
R27993	G018474	0.98	***
R27998	G005149	0.98	***
R28000	G005149	0.98	***
R28001	G001161	0.98	***
R28002	G008911	0.98	***
R28003	G043306	0.98	***
R28004	G008999	0.98	***
R28005	G008999	0.98	***
R28006	G008999	0.98	***
R28008	G018926	0.98	***
R28010	G047020	0.98	***
R28011	G047020	0.98	***
R28016	G032878	0.98	***
R28018	G031956	0.98	***
R28019	G031455	0.98	***
R28021	G031455	0.98	***
R28022	G048244	0.98	***
R28115	G002518	0.98	***
R28116	G002518	0.98	***
R28117	G002518	0.98	***
R28122	G001086	0.98	***
R28125	G001086	0.98	***
R28126	G032392	0.98	***
R28127	G001086	0.98	***
R28128	G001086	0.98	***
R28129	G001086	0.98	***
R28130	G003192	0.98	***
R28133	G001815	0.98	***
R28134	G032151	0.98	***
R28135	G001815	0.98	***
R28136	G001086	0.98	***
R28137	G001086	0.98	***
R28138	G004638	0.98	***
R28139	G001086	0.98	***
R28140	G001086	0.98	***
R28141	G002597	0.98	***
R28145	G009905	0.98	***
R28148	G001926	0.98	***
R28149	G004661	0.98	***
R28151	G006326	0.98	***
R28152	G003391	0.98	***
R28154	G003391	0.98	***
R28155	G001036	0.98	***
R28157	G002480	0.98	***
R28160	G007270	0.98	***
R28162	G007270	0.98	***
R28164	G003114	0.98	***
R28165	G003114	0.98	***
R28169	G001642	0.98	***
R28170	G001642	0.98	***
R28173	G001237	0.98	***
R28174	G036366	0.98	***
R28184	G042191	0.98	***
R28188	G037519	0.98	***
R28189	G037519	0.98	***
R28198	G001161	0.98	***
R28202	G001161	0.98	***
R28203	G001161	0.98	***
R28204	G001161	0.98	***
R28205	G001161	0.98	***
R28206	G001161	0.98	***
R28209	G049429	0.98	***
R28213	G002981	0.98	***
R28214	G002981	0.98	***
R28215	G002981	0.98	***
R28216	G002981	0.98	***
R28217	G002981	0.98	***
R28218	G002981	0.98	***
R28220	G047137	0.98	***
R28221	G047137	0.98	***
R28226	G000239	0.98	***
R28231	G000356	0.98	***
R28232	G000356	0.98	***
R28233	G000356	0.98	***
R28234	G001161	0.98	***
R28235	G019064	0.98	***
R28238	G001161	0.98	***
R28239	G001161	0.98	***
R28240	G001161	0.98	***
R28242	G018477	0.98	***
R28252	G001154	0.98	***
R28256	G002572	0.98	***
R28260	G002144	0.98	***
R28261	G002144	0.98	***
R28262	G002144	0.98	***
R28264	G031872	0.98	***
R28268	G031872	0.98	***
R28269	G031872	0.98	***
R28270	G031872	0.98	***
R28271	G031872	0.98	***
R28272	G031872	0.98	***
R28273	G031872	0.98	***
R28274	G031872	0.98	***
R28275	G031872	0.98	***
R28276	G018280	0.98	***
R28277	G018280	0.98	***
R28278	G000311	0.98	***
R28280	G020523	0.98	***
R28281	G004953	0.98	***
R28282	G006856	0.98	***
R28283	G001214	0.98	***
R28285	G019537	0.98	***
R28286	G019537	0.98	***
R28287	G019537	0.98	***
R28288	G019537	0.98	***
R28289	G018273	0.98	***
R28290	G013559	0.98	***
R28292	G013559	0.98	***
R28294	G000409	0.98	***
R28295	G005068	0.98	***
R28296	G013536	0.98	***
R28297	G013536	0.98	***
R28298	G000251	0.98	***
R28299	G013536	0.98	***
R28300	G000409	0.98	***
R28303	G013559	0.98	***
R28304	G013559	0.98	***
R28305	G001071	0.98	***
R28310	G001053	0.98	***
R28315	G046316	0.98	***
R28316	G046316	0.98	***
R28317	G046316	0.98	***
R28318	G042182	0.98	***
R28319	G033457	0.98	***
R28320	G003345	0.98	***
R28321	G033457	0.98	***
R28322	G003345	0.98	***
R28350	G003638	0.98	***
R28353	G005675	0.98	***
R28355	G001071	0.98	***
R28356	G000368	0.98	***
R28357	G000368	0.98	***
R28359	G001071	0.98	***
R28361	G001154	0.98	***
R28363	G001155	0.98	***
R28364	G001162	0.98	***
R28365	G001162	0.98	***
R28372	G002915	0.98	***
R28373	G004070	0.98	***
R28374	G005235	0.98	***
R28375	G005235	0.98	***
R28376	G005235	0.98	***
R28377	G005235	0.98	***
R28378	G005235	0.98	***
R28379	G031872	0.98	***
R28380	G000259	0.98	***
R28381	G001239	0.98	***
R28382	G001053	0.98	***
R28389	G008028	0.98	***
R28402	G046138	0.98	***
R28403	G046138	0.98	***
R28404	G046138	0.98	***
R28405	G046138	0.98	***
R28406	G046138	0.98	***
R28407	G046138	0.98	***
R28408	G046138	0.98	***
R28409	G046138	0.98	***
R28415	G030015	0.98	***
R28420	G002915	0.98	***
R28424	G046702	0.98	***
R28425	G046702	0.98	***
R28426	G046702	0.98	***
R28428	G019245	0.98	***
R28429	G019245	0.98	***
R28442	G000353	0.98	***
R28449	G001190	0.98	***
R28454	G009210	0.98	***
R28455	G009210	0.98	***
R28456	G009210	0.98	***
R28457	G009210	0.98	***
R28458	G002556	0.98	***
R28459	G009210	0.98	***
R28462	G056274	0.98	***
R28466	G030015	0.98	***
R28469	G052312	0.98	***
R28470	G034157	0.98	***
R28473	G005724	0.98	***
R28477	G001154	0.98	***
R28478	G001071	0.98	***
R28479	G001071	0.98	***
R28480	G001071	0.98	***
R28484	G046531	0.98	***
R28485	G003341	0.98	***
R28487	G019051	0.98	***
R28489	G014438	0.98	***
R28491	G004638	0.98	***
R28492	G004638	0.98	***
R28493	G004638	0.98	***
R28494	G004638	0.98	***
R28495	G004638	0.98	***
R28496	G004638	0.98	***
R28499	G004633	0.98	***
R28502	G029339	0.98	***
R28504	G029339	0.98	***
R28506	G019494	0.98	***
R28508	G003555	0.98	***
R28509	G019495	0.98	***
R28510	G019498	0.98	***
R28512	G003621	0.98	***
R28518	G032059	0.98	***
R28521	G019498	0.98	***
R28522	G019498	0.98	***
R28524	G019498	0.98	***
R28525	G001201	0.98	***
R28527	G006856	0.98	***
R28534	G004013	0.98	***
R28535	G004013	0.98	***
R28536	G004013	0.98	***
R28538	G002811	0.98	***
R28540	G003511	0.98	***
R28543	G001190	0.98	***
R28548	G001071	0.98	***
R28549	G003555	0.98	***
R28550	G001071	0.98	***
R28552	G000259	0.98	***
R28553	G000229	0.98	***
R28554	G036916	0.98	***
R28555	G006500	0.98	***
R28556	G001048	0.98	***
R28558	G006500	0.98	***
R28559	G006500	0.98	***
R28561	G006500	0.98	***
R28562	G006500	0.98	***
R28563	G036916	0.98	***
R28564	G002871	0.98	***
R28565	G002871	0.98	***
R28566	G001104	0.98	***
R28567	G003686	0.98	***
R28568	G025909	0.98	***
R28569	G025909	0.98	***
R28571	G003732	0.98	***
R28572	G003732	0.98	***
R28578	G003564	0.98	***
R28581	G001161	0.98	***
R28582	G001161	0.98	***
R28585	G005799	0.98	***
R28586	G005799	0.98	***
R28587	G074521	0.98	***
R28588	G000237	0.98	***
R28590	G032581	0.98	***
R28592	G009521	0.98	***
R28594	G003949	0.98	***
R28595	G003949	0.98	***
R28596	G003949	0.98	***
R28597	G006856	0.98	***
R28598	G004957	0.98	***
R28599	G004957	0.98	***
R28603	G047739	0.98	***
R28604	G047739	0.98	***
R28605	G047739	0.98	***
R28609	G021437	0.98	***
R28610	G021437	0.98	***
R28611	G043382	0.98	***
R28612	G009055	0.98	***
R28613	G009055	0.98	***
R28614	G046164	0.98	***
R28615	G000221	0.98	***
R28616	G000221	0.98	***
R28617	G000221	0.98	***
R28618	G000221	0.98	***
R28619	G046164	0.98	***
R28620	G046164	0.98	***
R28621	G002972	0.98	***
R28623	G046164	0.98	***
R28624	G046164	0.98	***
R28625	G046164	0.98	***
R28626	G046164	0.98	***
R28627	G046164	0.98	***
R28630	G046164	0.98	***
R28632	G046164	0.98	***
R28633	G000224	0.98	***
R28636	G000224	0.98	***
R28640	G005068	0.98	***
R28646	G001943	0.98	***
R28651	G046401	0.98	***
R28653	G046401	0.98	***
R28663	G019048	0.98	***
R28665	G019048	0.98	***
R28666	G006314	0.98	***
R28667	G006314	0.98	***
R28668	G000312	0.98	***
R28669	G000312	0.98	***
R28671	G000229	0.98	***
R28673	G003686	0.98	***
R28682	G000368	0.98	***
R28690	G042182	0.98	***
R28692	G002915	0.98	***
R28693	G002915	0.98	***
R28695	G032079	0.98	***
R28696	G046403	0.98	***
R28697	G046403	0.98	***
R28698	G046403	0.98	***
R28699	G002856	0.98	***
R28701	G037519	0.98	***
R28702	G037519	0.98	***
R28703	G021754	0.98	***
R28709	G002482	0.98	***
R28728	G032132	0.98	***
R28814	G032132	0.98	***
R28817	G000203	0.98	***
R28910	G020620	0.98	***
R28949	G004855	0.98	***
R28952	G009274	0.98	***
R28955	G020752	0.98	***
R28956	G020752	0.98	***
R28957	G020751	0.98	***
R28958	G020751	0.98	***
R28963	G046366	0.98	***
R28964	G046366	0.98	***
R28965	G046366	0.98	***
R28967	G003198	0.98	***
R28970	G004996	0.98	***
R28971	G019455	0.98	***
R28972	G005594	0.98	***
R28973	G005594	0.98	***
R28974	G001036	0.98	***
R28975	G002597	0.98	***
R28976	G004652	0.98	***
R28977	G004652	0.98	***
R28978	G032319	0.98	***
R28979	G004661	0.98	***
R28981	G004652	0.98	***
R28982	G003739	0.98	***
R28994	G003796	0.98	***
R28996	G063390	0.98	***
R28997	G063390	0.98	***
R28998	G063390	0.98	***
R28999	G063390	0.98	***
R29000	G063390	0.98	***
R29001	G018346	0.98	***
R29002	G018346	0.98	***
R29004	G047068	0.98	***
R29007	G002817	0.98	***
R29011	G004578	0.98	***
R29013	G032917	0.98	***
R29014	G032917	0.98	***
R29015	G001070	0.98	***
R29016	G001070	0.98	***
R29050	G035022	0.98	***
R29051	G035022	0.98	***
R29064	G001070	0.98	***
R29065	G019547	0.98	***
R29066	G019547	0.98	***
R29074	G001053	0.98	***
R29075	G001053	0.98	***
R29083	G001053	0.98	***
R29086	G003516	0.98	***
R29088	G001053	0.98	***
R29090	G036916	0.98	***
R29092	G005197	0.98	***
R29093	G005197	0.98	***
R29094	G019547	0.98	***
R29095	G002583	0.98	***
R29096	G002583	0.98	***
R29097	G002583	0.98	***
R29112	G036916	0.98	***
R29122	G041978	0.98	***
R29123	G041978	0.98	***
R29129	G001188	0.98	***
R29133	G000416	0.98	***
R29135	G002482	0.98	***
R29136	G032079	0.98	***
R29138	G002482	0.98	***
R29139	G002482	0.98	***
R29140	G032079	0.98	***
R29141	G032079	0.98	***
R29142	G046850	0.98	***
R29146	G032079	0.98	***
R29151	G001053	0.98	***
R29152	G046838	0.98	***
R29153	G046838	0.98	***
R29159	G046218	0.98	***
R29164	G019245	0.98	***
R29167	G019245	0.98	***
R29173	G018932	0.98	***
R29177	G004680	0.98	***
R29180	G001048	0.98	***
R29181	G003262	0.98	***
R29182	G001048	0.98	***
R29183	G001048	0.98	***
R29184	G003262	0.98	***
R29185	G003262	0.98	***
R29186	G003262	0.98	***
R29189	G003262	0.98	***
R29190	G003262	0.98	***
R29191	G003262	0.98	***
R29193	G037334	0.98	***
R29194	G037334	0.98	***
R29199	G000261	0.98	***
R29201	G000211	0.98	***
R29204	G008911	0.98	***
R29205	G006939	0.98	***
R29207	G006939	0.98	***
R29217	G032528	0.98	***
R29218	G003631	0.98	***
R29219	G006489	0.98	***
R29222	G032528	0.98	***
R29223	G032528	0.98	***
R29224	G002344	0.98	***
R29225	G032528	0.98	***
R29226	G032528	0.98	***
R29232	G046357	0.98	***
R29233	G001226	0.98	***
R29236	G001226	0.98	***
R29238	G046357	0.98	***
R29242	G018713	0.98	***
R29243	G018713	0.98	***
R29245	G001053	0.98	***
R29246	G003262	0.98	***
R29248	G018710	0.98	***
R29249	G001053	0.98	***
R29250	G001053	0.98	***
R29251	G046923	0.98	***
R29252	G018710	0.98	***
R29254	G001053	0.98	***
R29335	G018710	0.98	***
R29348	G001053	0.98	***
R29349	G000207	0.98	***
R29350	G000207	0.98	***
R29351	G000207	0.98	***
R29354	G003926	0.98	***
R29355	G000253	0.98	***
R29358	G000215	0.98	***
R29365	G001156	0.98	***
R29366	G001156	0.98	***
R29373	G060608	0.98	***
R29380	G031749	0.98	***
R29384	G000196	0.98	***
R29401	G031832	0.98	***
R29403	G021618	0.98	***
R29405	G003053	0.98	***
R29406	G003053	0.98	***
R29407	G021618	0.98	***
R29410	G001196	0.98	***
R29411	G001196	0.98	***
R29413	G000180	0.98	***
R29415	G001103	0.98	***
R29438	G001103	0.98	***
R29439	G031565	0.98	***
R29441	G032448	0.98	***
R29443	G003973	0.98	***
R29444	G003686	0.98	***
R29446	G004627	0.98	***
R29449	G047105	0.98	***
R29450	G000221	0.98	***
R29453	G003686	0.98	***
R29454	G003686	0.98	***
R29455	G003686	0.98	***
R29457	G019905	0.98	***
R29458	G019905	0.98	***
R29464	G002933	0.98	***
R29472	G046717	0.98	***
R29476	G000374	0.98	***
R29482	G000374	0.98	***
R29484	G003322	0.98	***
R29485	G002960	0.98	***
R29488	G001193	0.98	***
R29489	G001193	0.98	***
R29491	G018907	0.98	***
R29492	G005586	0.98	***
R29494	G018907	0.98	***
R29501	G046992	0.98	***
R29504	G030459	0.98	***
R29505	G030459	0.98	***
R29507	G004794	0.98	***
R29510	G018907	0.98	***
R29512	G000311	0.98	***
R29513	G000311	0.98	***
R29514	G008911	0.98	***
R29521	G030459	0.98	***
R29524	G030459	0.98	***
R29527	G002813	0.98	***
R29532	G005652	0.98	***
R29533	G018907	0.98	***
R29534	G018907	0.98	***
R29551	G000416	0.98	***
R29553	G019656	0.98	***
R29554	G046392	0.98	***
R29555	G046392	0.98	***
R29560	G046751	0.98	***
R29563	G046751	0.98	***
R29571	G019452	0.98	***
R29575	G025858	0.98	***
R29576	G025858	0.98	***
R29577	G025858	0.98	***
R29578	G006920	0.98	***
R29581	G006920	0.98	***
R29588	G003555	0.98	***
R29591	G002913	0.98	***
R29592	G002913	0.98	***
R29593	G001424	0.98	***
R29594	G002913	0.98	***
R29597	G003181	0.98	***
R29614	G001225	0.98	***
R29617	G004935	0.98	***
R29619	G004935	0.98	***
R29625	G003270	0.98	***
R29626	G003270	0.98	***
R29627	G003270	0.98	***
R29633	G009050	0.98	***
R29634	G000350	0.98	***
R29645	G000315	0.98	***
R29650	G004608	0.98	***
R29652	G004608	0.98	***
R29660	G018332	0.98	***
R29662	G018332	0.98	***
R29663	G002141	0.98	***
R29665	G002141	0.98	***
R29666	G002141	0.98	***
R29667	G007151	0.98	***
R29670	G003625	0.98	***
R29671	G003625	0.98	***
R29674	G048359	0.98	***
R29675	G019220	0.98	***
R29676	G019220	0.98	***
R29677	G019220	0.98	***
R29680	G031456	0.98	***
R29681	G001214	0.98	***
R29682	G001214	0.98	***
R29683	G001214	0.98	***
R29684	G002001	0.98	***
R29685	G000221	0.98	***
R29686	G000221	0.98	***
R29687	G000221	0.98	***
R29688	G000221	0.98	***
R29689	G031564	0.98	***
R29690	G031564	0.98	***
R29708	G006736	0.98	***
R29713	G008911	0.98	***
R29714	G006736	0.98	***
R29715	G006736	0.98	***
R29716	G008911	0.98	***
R29718	G009834	0.98	***
R29721	G033939	0.98	***
R29722	G001071	0.98	***
R29724	G047054	0.98	***
R29725	G047054	0.98	***
R29726	G047054	0.98	***
R29727	G003293	0.98	***
R29728	G003179	0.98	***
R29730	G030459	0.98	***
R29731	G003179	0.98	***
R29732	G003179	0.98	***
R29733	G003179	0.98	***
R29734	G014308	0.98	***
R29735	G001424	0.98	***
R29736	G000207	0.98	***
R29737	G002900	0.98	***
R29738	G002900	0.98	***
R29739	G003631	0.98	***
R29740	G003631	0.98	***
R29741	G002900	0.98	***
R29744	G004914	0.98	***
R29746	G006939	0.98	***
R29748	G019046	0.98	***
R29749	G019049	0.98	***
R29751	G006947	0.98	***
R29752	G003631	0.98	***
R29753	G021668	0.98	***
R29756	G004022	0.98	***
R29761	G021180	0.98	***
R29762	G021180	0.98	***
R29763	G003612	0.98	***
R29765	G003442	0.98	***
R29768	G000312	0.98	***
R29769	G003293	0.98	***
R29777	G002681	0.98	***
R29778	G000286	0.98	***
R29780	G000287	0.98	***
R29781	G019761	0.98	***
R29782	G002361	0.98	***
R29783	G001421	0.98	***
R29784	G046403	0.98	***
R29788	G002361	0.98	***
R29789	G032628	0.98	***
R29790	G002361	0.98	***
R29791	G032628	0.98	***
R29792	G002361	0.98	***
R29796	G004121	0.98	***
R29797	G000287	0.98	***
R29798	G000207	0.98	***
R29801	G001066	0.98	***
R29803	G000287	0.98	***
R29804	G004653	0.98	***
R29805	G032099	0.98	***
R29806	G001424	0.98	***
R29807	G000324	0.98	***
R29808	G004625	0.98	***
R29810	G004625	0.98	***
R29812	G009307	0.98	***
R29813	G000287	0.98	***
R29814	G004581	0.98	***
R29816	G004581	0.98	***
R29820	G002871	0.98	***
R29822	G005978	0.98	***
R29824	G043087	0.98	***
R29826	G009946	0.98	***
R29827	G052312	0.98	***
R29828	G001424	0.98	***
R29829	G001424	0.98	***
R29830	G009946	0.98	***
R29831	G009946	0.98	***
R29832	G000198	0.98	***
R29833	G000198	0.98	***
R29834	G000207	0.98	***
R29835	G000229	0.98	***
R29836	G000287	0.98	***
R29837	G000219	0.98	***
R29839	G000287	0.98	***
R29840	G000312	0.98	***
R29841	G002915	0.98	***
R29842	G002915	0.98	***
R29844	G000239	0.98	***
R29845	G000207	0.98	***
R29847	G046216	0.98	***
R29849	G000207	0.98	***
R29851	G000207	0.98	***
R29852	G000373	0.98	***
R29853	G019474	0.98	***
R29858	G045665	0.98	***
R29863	G021417	0.98	***
R29864	G000205	0.98	***
R29865	G021417	0.98	***
R29866	G021417	0.98	***
R29867	G021417	0.98	***
R29868	G021417	0.98	***
R29869	G021417	0.98	***
R29870	G021417	0.98	***
R29871	G000203	0.98	***
R29872	G021417	0.98	***
R29873	G021417	0.98	***
R29874	G021417	0.98	***
R29876	G021417	0.98	***
R29878	G004986	0.98	***
R29879	G001071	0.98	***
R29880	G004608	0.98	***
R29881	G000416	0.98	***
R29883	G000270	0.98	***
R29886	G000387	0.98	***
R29890	G005812	0.98	***
R29894	G032581	0.98	***
R29895	G005204	0.98	***
R29896	G000262	0.98	***
R29897	G000262	0.98	***
R29898	G005812	0.98	***
R29899	G000221	0.98	***
R29903	G000324	0.98	***
R29904	G000324	0.98	***
R29905	G000324	0.98	***
R29908	G000229	0.98	***
R29910	G000218	0.98	***
R29912	G046357	0.98	***
R29917	G002597	0.98	***
R29919	G000180	0.98	***
R29920	G046292	0.98	***
R29922	G009050	0.98	***
R29923	G009050	0.98	***
R29924	G009050	0.98	***
R29931	G019043	0.98	***
R29936	G000297	0.98	***
R29937	G000297	0.98	***
R29942	G002341	0.98	***
R29943	G002341	0.98	***
R29944	G002341	0.98	***
R29945	G002341	0.98	***
R29951	G001214	0.98	***
R29952	G000313	0.98	***
R29953	G000315	0.98	***
R29961	G003555	0.98	***
R29965	G029339	0.98	***
R29966	G005921	0.98	***
R29968	G003703	0.98	***
R29975	G018710	0.98	***
R29978	G000357	0.98	***
R29982	G002923	0.98	***
R29983	G002518	0.98	***
R29984	G053937	0.98	***
R29985	G053937	0.98	***
R29986	G053937	0.98	***
R29987	G053937	0.98	***
R29988	G046569	0.98	***
R29989	G046569	0.98	***
R29990	G046569	0.98	***
R29991	G046569	0.98	***
R29992	G002810	0.98	***
R29993	G047043	0.98	***
R29994	G047043	0.98	***
R29999	G001100	0.98	***
R30001	G001239	0.98	***
R30002	G001239	0.98	***
R30005	G002810	0.98	***
R30014	G002915	0.98	***
R30015	G002915	0.98	***
R30017	G002915	0.98	***
R30018	G002915	0.98	***
R30019	G002689	0.98	***
R30020	G002689	0.98	***
R30024	G009842	0.98	***
R30027	G002681	0.98	***
R30028	G002681	0.98	***
R30029	G000316	0.98	***
R30031	G000316	0.98	***
R30033	G001421	0.98	***
R30050	G006679	0.98	***
R30051	G018644	0.98	***
R30052	G018644	0.98	***
R30053	G032011	0.98	***
R30054	G000265	0.98	***
R30055	G032011	0.98	***
R30056	G032011	0.98	***
R30058	G003555	0.98	***
R30059	G003555	0.98	***
R30060	G032383	0.98	***
R30062	G007265	0.98	***
R30064	G009834	0.98	***
R30065	G009834	0.98	***
R30066	G010102	0.98	***
R30068	G003424	0.98	***
R30077	G003424	0.98	***
R30078	G003423	0.98	***
R30079	G003423	0.98	***
R30084	G000317	0.98	***
R30085	G000350	0.98	***
R30092	G000344	0.98	***
R30104	G001405	0.98	***
R30108	G005434	0.98	***
R30109	G013656	0.98	***
R30110	G005434	0.98	***
R30111	G005434	0.98	***
R30112	G021174	0.98	***
R30113	G021174	0.98	***
R30114	G005013	0.98	***
R30115	G003420	0.98	***
R30123	G000251	0.98	***
R30125	G003420	0.98	***
R30127	G003420	0.98	***
R30128	G032268	0.98	***
R30129	G032268	0.98	***
R30133	G002960	0.98	***
R30134	G007305	0.98	***
R30135	G007305	0.98	***
R30138	G000272	0.98	***
R30143	G000317	0.98	***
R30144	G000220	0.98	***
R30145	G000220	0.98	***
R30147	G000220	0.98	***
R30149	G000220	0.98	***
R30151	G000220	0.98	***
R30152	G000220	0.98	***
R30174	G000329	0.98	***
R30176	G000320	0.98	***
R30177	G000320	0.98	***
R30212	G002931	0.98	***
R30213	G002931	0.98	***
R30217	G006679	0.98	***
R30259	G001815	0.98	***
R30260	G000312	0.98	***
R30290	G001214	0.98	***
R30297	G001174	0.98	***
R30299	G019698	0.98	***
R30300	G019698	0.98	***
R30302	G002597	0.98	***
R30303	G002597	0.98	***
R30304	G002597	0.98	***
R30305	G002597	0.98	***
R30306	G002597	0.98	***
R30317	G002597	0.98	***
R30318	G002597	0.98	***
R30319	G003066	0.98	***
R30322	G000357	0.98	***
R30323	G000357	0.98	***
R30324	G002913	0.98	***
R30325	G036366	0.98	***
R30326	G000405	0.98	***
R30327	G000251	0.98	***
R30342	G032383	0.98	***
R30345	G001815	0.98	***
R30346	G001815	0.98	***
R30348	G013597	0.98	***
R30349	G004665	0.98	***
R30350	G004665	0.98	***
R30351	G003484	0.98	***
R30356	G000353	0.98	***
R30358	G000353	0.98	***
R30359	G046414	0.98	***
R30360	G046414	0.98	***
R30365	G031863	0.98	***
R30366	G003064	0.98	***
R30367	G003064	0.98	***
R30368	G008044	0.98	***
R30369	G050724	0.98	***
R30370	G001190	0.98	***
R30371	G050724	0.98	***
R30372	G050724	0.98	***
R30373	G050724	0.98	***
R30375	G050724	0.98	***
R30377	G050724	0.98	***
R30383	G002597	0.98	***
R30384	G049370	0.98	***
R30385	G000254	0.98	***
R30386	G049370	0.98	***
R30387	G049370	0.98	***
R30389	G003417	0.98	***
R30393	G056552	0.98	***
R30394	G003417	0.98	***
R30395	G056552	0.98	***
R30396	G091414	0.98	***
R30398	G002597	0.98	***
R30401	G002344	0.98	***
R30402	G021679	0.98	***
R30404	G003555	0.98	***
R30405	G021679	0.98	***
R30407	G091421	0.98	***
R30409	G019185	0.98	***
R30410	G019185	0.98	***
R30416	G000357	0.98	***
R30417	G036961	0.98	***
R30418	G003404	0.98	***
R30419	G000396	0.98	***
R30422	G000357	0.98	***
R30423	G000357	0.98	***
R30424	G000357	0.98	***
R30425	G000357	0.98	***
R30475	G003925	0.98	***
R30476	G003925	0.98	***
R30477	G003925	0.98	***
R30478	G003925	0.98	***
R30479	G003925	0.98	***
R30489	G000200	0.98	***
R30492	G000229	0.98	***
R30499	G003404	0.98	***
R30505	G008791	0.98	***
R30507	G007850	0.98	***
R30508	G000229	0.98	***
R30509	G005811	0.98	***
R30510	G005811	0.98	***
R30511	G005811	0.98	***
R30512	G006115	0.98	***
R30517	G032383	0.98	***
R30520	G000252	0.98	***
R30521	G000252	0.98	***
R30522	G003728	0.98	***
R30523	G050724	0.98	***
R30524	G000368	0.98	***
R30526	G006954	0.98	***
R30527	G005407	0.98	***
R30528	G019761	0.98	***
R30529	G003510	0.98	***
R30530	G000316	0.98	***
R30531	G008791	0.98	***
R30532	G008791	0.98	***
R30533	G000400	0.98	***
R30536	G001150	0.98	***
R30537	G002544	0.98	***
R30539	G000309	0.98	***
R30540	G000400	0.98	***
R30541	G000309	0.98	***
R30543	G003819	0.98	***
R30544	G001910	0.98	***
R30545	G000309	0.98	***
R30546	G000313	0.98	***
R30547	G032141	0.98	***
R30548	G001926	0.98	***
R30549	G001926	0.98	***
